widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2,doc-freq,corpus-freq
1,Senator,6.0,3.0,1.0,NNP,compound,2.0,2.0,2.0,2.0,-1.0,1,"Senator Hatfield , Mr. Chief Justice , Mr. President , Vice President Bush , Vice President Mondale , Senator Baker , Speaker O'Neill , Reverend Moomaw , and my fellow citizens :",0,0,2,10
2,Hatfield,7.0,2.0,2.0,NNP,root,3.0,3.0,3.0,3.0,-2.0,1,"Senator Hatfield , Mr. Chief Justice , Mr. President , Vice President Bush , Vice President Mondale , Senator Baker , Speaker O'Neill , Reverend Moomaw , and my fellow citizens :",0,0,1,1
3,",",,,,",",,,,,,,1,"Senator Hatfield , Mr. Chief Justice , Mr. President , Vice President Bush , Vice President Mondale , Senator Baker , Speaker O'Neill , Reverend Moomaw , and my fellow citizens :",0,0,,
4,Mr.,5.0,2.0,1.0,NNP,compound,3.0,3.0,3.0,3.0,-2.0,1,"Senator Hatfield , Mr. Chief Justice , Mr. President , Vice President Bush , Vice President Mondale , Senator Baker , Speaker O'Neill , Reverend Moomaw , and my fellow citizens :",0,0,3,26
5,Chief,3.0,1.0,1.0,NNP,compound,2.0,2.0,2.0,2.0,-1.0,1,"Senator Hatfield , Mr. Chief Justice , Mr. President , Vice President Bush , Vice President Mondale , Senator Baker , Speaker O'Neill , Reverend Moomaw , and my fellow citizens :",0,0,1,12
6,Justice,6.0,2.0,1.0,NNP,appos,3.0,3.0,3.0,3.0,-2.0,1,"Senator Hatfield , Mr. Chief Justice , Mr. President , Vice President Bush , Vice President Mondale , Senator Baker , Speaker O'Neill , Reverend Moomaw , and my fellow citizens :",0,0,1,40
7,",",,,,",",,,,,,,1,"Senator Hatfield , Mr. Chief Justice , Mr. President , Vice President Bush , Vice President Mondale , Senator Baker , Speaker O'Neill , Reverend Moomaw , and my fellow citizens :",0,0,,
8,Mr.,5.0,2.0,1.0,NNP,compound,2.0,2.0,2.0,2.0,-1.0,1,"Senator Hatfield , Mr. Chief Justice , Mr. President , Vice President Bush , Vice President Mondale , Senator Baker , Speaker O'Neill , Reverend Moomaw , and my fellow citizens :",0,0,3,26
9,President,9.0,3.0,2.0,NNP,appos,3.0,3.0,3.0,3.0,-2.0,1,"Senator Hatfield , Mr. Chief Justice , Mr. President , Vice President Bush , Vice President Mondale , Senator Baker , Speaker O'Neill , Reverend Moomaw , and my fellow citizens :",0,0,5,47
10,",",,,,",",,,,,,,1,"Senator Hatfield , Mr. Chief Justice , Mr. President , Vice President Bush , Vice President Mondale , Senator Baker , Speaker O'Neill , Reverend Moomaw , and my fellow citizens :",0,0,,
11,Vice,3.0,1.0,1.0,NNP,compound,3.0,3.0,3.0,3.0,-2.0,1,"Senator Hatfield , Mr. Chief Justice , Mr. President , Vice President Bush , Vice President Mondale , Senator Baker , Speaker O'Neill , Reverend Moomaw , and my fellow citizens :",0,0,2,15
12,President,9.0,3.0,2.0,NNP,compound,2.0,2.0,2.0,2.0,-1.0,1,"Senator Hatfield , Mr. Chief Justice , Mr. President , Vice President Bush , Vice President Mondale , Senator Baker , Speaker O'Neill , Reverend Moomaw , and my fellow citizens :",0,0,5,47
13,Bush,3.0,1.0,1.0,NNP,appos,3.0,3.0,3.0,3.0,-2.0,1,"Senator Hatfield , Mr. Chief Justice , Mr. President , Vice President Bush , Vice President Mondale , Senator Baker , Speaker O'Neill , Reverend Moomaw , and my fellow citizens :",0,0,1,6
14,",",,,,",",,,,,,,1,"Senator Hatfield , Mr. Chief Justice , Mr. President , Vice President Bush , Vice President Mondale , Senator Baker , Speaker O'Neill , Reverend Moomaw , and my fellow citizens :",0,0,,
15,Vice,3.0,1.0,1.0,NNP,compound,3.0,3.0,3.0,3.0,-2.0,1,"Senator Hatfield , Mr. Chief Justice , Mr. President , Vice President Bush , Vice President Mondale , Senator Baker , Speaker O'Neill , Reverend Moomaw , and my fellow citizens :",0,0,2,15
16,President,9.0,3.0,2.0,NNP,compound,2.0,2.0,2.0,2.0,-1.0,1,"Senator Hatfield , Mr. Chief Justice , Mr. President , Vice President Bush , Vice President Mondale , Senator Baker , Speaker O'Neill , Reverend Moomaw , and my fellow citizens :",0,0,5,47
17,Mondale,6.0,2.0,2.0,NNP,appos,3.0,3.0,3.0,3.0,-2.0,1,"Senator Hatfield , Mr. Chief Justice , Mr. President , Vice President Bush , Vice President Mondale , Senator Baker , Speaker O'Neill , Reverend Moomaw , and my fellow citizens :",0,0,1,1
18,",",,,,",",,,,,,,1,"Senator Hatfield , Mr. Chief Justice , Mr. President , Vice President Bush , Vice President Mondale , Senator Baker , Speaker O'Neill , Reverend Moomaw , and my fellow citizens :",0,0,,
19,Senator,6.0,3.0,1.0,NNP,compound,2.0,2.0,2.0,2.0,-1.0,1,"Senator Hatfield , Mr. Chief Justice , Mr. President , Vice President Bush , Vice President Mondale , Senator Baker , Speaker O'Neill , Reverend Moomaw , and my fellow citizens :",0,0,2,10
20,Baker,4.0,2.0,1.0,NNP,appos,3.0,3.0,3.0,3.0,-2.0,1,"Senator Hatfield , Mr. Chief Justice , Mr. President , Vice President Bush , Vice President Mondale , Senator Baker , Speaker O'Neill , Reverend Moomaw , and my fellow citizens :",0,0,1,1
